"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPR_RA","POPR_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO","1703305",4477,3768,1989,1779,1212,1978,578,583,922,274,"0,66","0,699","0,664","0,724",73,0,58,2,24,22,15,6,3,1,0,0,71,17,22,26,22.51,6.05,0,0,0,0,0,3,2,2,0,67,0,44,27,31,42,68,5,0,0,0,4,63,5,4,63,5,38,39,40,39.06,1.88,0,23,4,2,41,73,0,20,0,69,2,1,20,7,13,2,18,0,2,5,1,3,0,0,0,0,0,38,35,0,0,0,0,0,6,65,2,2887,3230,3460,3136.82,598.4,6,53,6,1,72,8.71,1.17,0,73,22,0,0,5,17,1,3,6,1,6,9,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,79.175704989154,4.91400491400491,0,0,0,0,0,0,13.6986301369863
2015,"MUNICIPIO","1703305",4477,3768,1989,1779,1212,1978,578,583,922,274,"0,589","0,699","0,664","0,724",73,0,58,2,24,22,15,6,3,1,0,0,71,17,22,26,22.51,6.05,0,0,0,0,0,3,2,2,0,67,0,44,27,31,42,68,5,0,0,0,4,63,5,4,63,5,38,39,40,39.06,1.88,0,23,4,2,41,73,0,20,0,69,2,1,20,7,13,2,18,0,2,5,1,3,0,0,0,0,0,38,35,0,0,0,0,0,6,65,2,2887,3230,3460,3136.82,598.4,6,53,6,1,72,8.71,1.17,0,73,22,0,0,5,17,1,3,6,1,6,9,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,79.175704989154,4.91400491400491,0,0,0,0,0,0,13.6986301369863
2015,"MUNICIPIO","1703602",2177,2064,1057,1007,607,1081,376,305,531,171,"0,684","0,699","0,664","0,724",29,0,20,0,8,7,8,4,2,0,0,0,29,19,22,27,23.62,5.8,0,0,0,0,1,1,1,1,1,22,0,14,12,12,17,29,0,0,0,1,2,24,1,3,24,1,37.75,38.5,39.25,38.25,2.03,0,7,2,5,14,29,0,13,0,26,2,0,7,4,3,2,7,1,1,0,0,2,0,0,0,0,0,13,16,0,0,0,0,0,6,22,1,2690,3110,3310,2983.72,608.15,2,25,1,0,25,9.28,0.61,0,29,7,0,0,3,4,0,0,2,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,NA,54.6139359698682,3.21543408360129,0,0,0,0,0,0,0
2015,"MUNICIPIO","1703701",5451,5185,2599,2586,1475,2686,1024,766,1307,513,"0,686","0,699","0,664","0,724",90,0,71,0,22,27,24,11,5,1,0,0,90,20,23,28,24.43,5.94,1,0,0,0,8,4,3,12,2,70,1,35,55,26,64,85,4,0,0,2,6,74,3,8,74,3,38,39,40,38.79,2.38,0,26,3,4,52,86,4,51,0,84,4,0,12,8,21,11,16,1,2,4,0,7,0,0,0,0,0,42,48,0,0,0,0,0,13,71,6,2841,3250,3596,3195.89,529.79,5,60,11,1,88,9.73,0.64,2,87,34,0,0,6,28,3,1,14,1,9,18,16,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,4390,NA,68.8599846977812,6.23738763529628,1111.11111111111,76.5110941086458,76.5110941086458,0,0,0,0
2015,"MUNICIPIO","1703800",10837,9768,4939,4829,2991,5272,1505,1447,2623,759,"0,627","0,699","0,664","0,724",165,0,73,0,38,55,35,24,12,1,0,0,165,20,23,29,24.56,6.18,0,0,0,0,1,8,5,2,0,157,1,49,114,52,113,161,4,0,0,2,22,110,22,24,110,22,38,39,41,39.2,2.55,0,24,7,14,56,162,3,103,0,161,2,0,23,18,50,16,21,0,2,4,0,20,0,0,0,0,0,93,72,0,0,0,0,0,11,144,10,2980,3300,3595,3271.17,462.67,10,111,18,3,142,9,0.97,0,164,59,0,0,9,50,3,6,27,3,11,36,23,5,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,10742,NA,62.9050705299276,5.44431115622405,606.060606060606,38.1242851696531,38.1242851696531,6.06060606060606,6.06060606060606,0,6.06060606060606
2015,"MUNICIPIO","1703826",2256,2148,1137,1011,736,1052,360,342,500,169,"0,757","0,699","0,664","0,724",26,0,22,0,6,6,7,2,5,0,0,0,26,20,25,30.5,25.77,7.45,0,0,0,0,0,2,2,0,0,23,0,12,14,10,16,26,0,0,0,0,3,20,2,3,20,2,38,39,40,38.68,2.63,0,6,3,1,15,26,0,14,0,26,0,0,2,6,6,4,4,0,0,0,0,3,0,0,0,0,0,17,9,0,0,0,0,0,2,19,5,3146.25,3320,3856.25,3449.15,569.96,0,16,8,0,25,9.04,0.68,0,26,10,0,0,1,9,0,1,4,1,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,52,4.43262411347518,0,0,0,0,0,0,0
2015,"MUNICIPIO","1703826",2256,2148,1137,1011,736,1052,360,342,500,169,"0,579","0,699","0,664","0,724",26,0,22,0,6,6,7,2,5,0,0,0,26,20,25,30.5,25.77,7.45,0,0,0,0,0,2,2,0,0,23,0,12,14,10,16,26,0,0,0,0,3,20,2,3,20,2,38,39,40,38.68,2.63,0,6,3,1,15,26,0,14,0,26,0,0,2,6,6,4,4,0,0,0,0,3,0,0,0,0,0,17,9,0,0,0,0,0,2,19,5,3146.25,3320,3856.25,3449.15,569.96,0,16,8,0,25,9.04,0.68,0,26,10,0,0,1,9,0,1,4,1,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,52,4.43262411347518,0,0,0,0,0,0,0
2015,"MUNICIPIO","1703826",2256,2148,1137,1011,736,1052,360,342,500,169,"0,627","0,699","0,664","0,724",26,0,22,0,6,6,7,2,5,0,0,0,26,20,25,30.5,25.77,7.45,0,0,0,0,0,2,2,0,0,23,0,12,14,10,16,26,0,0,0,0,3,20,2,3,20,2,38,39,40,38.68,2.63,0,6,3,1,15,26,0,14,0,26,0,0,2,6,6,4,4,0,0,0,0,3,0,0,0,0,0,17,9,0,0,0,0,0,2,19,5,3146.25,3320,3856.25,3449.15,569.96,0,16,8,0,25,9.04,0.68,0,26,10,0,0,1,9,0,1,4,1,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,52,4.43262411347518,0,0,0,0,0,0,0
2015,"MUNICIPIO","1703842",9408,8139,4264,3875,3178,3963,998,1590,1825,460,"0,544","0,699","0,664","0,724",163,0,133,3,52,47,32,17,4,8,0,0,160,18,22,27,23.36,6.85,3,0,0,0,2,9,16,8,1,138,0,136,27,50,113,160,2,0,0,1,17,140,1,18,140,1,38,39,40,38.73,1.7,0,57,22,30,52,142,21,96,0,159,0,1,24,21,48,30,17,0,0,1,1,15,0,0,0,0,0,83,79,0,0,0,0,0,11,144,8,2942.5,3240,3517.5,3230.21,472.56,11,129,15,2,135,8.99,1.02,1,160,32,0,0,7,25,0,3,10,2,10,14,18,3,0,3,1,2,1,0,2,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,7387,NA,89.3150684931507,3.40136054421769,613.496932515337,54.7945205479452,54.7945205479452,18.4049079754601,6.13496932515337,12.2699386503067,24.5398773006135
2015,"MUNICIPIO","1703867",4178,3756,2106,1650,915,2167,674,452,904,294,"0,662","0,699","0,664","0,724",49,0,39,0,9,14,17,7,2,0,0,0,49,21,25,28,24.92,4.96,0,0,0,0,1,2,2,2,1,44,0,11,38,14,35,49,0,0,0,1,3,37,5,4,37,5,38,39,40,39.09,2.32,0,12,2,2,28,49,0,22,0,49,0,0,9,3,16,4,10,0,0,0,0,4,0,0,0,0,0,30,19,0,0,0,0,0,2,42,5,3018,3265,3600,3299.33,461.11,2,32,7,0,49,9.94,0.24,0,49,15,0,0,2,13,1,2,2,3,5,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,NA,54.2035398230089,3.59023456199138,0,0,0,0,0,0,0
2015,"MUNICIPIO","1703883",2507,2316,1206,1110,707,1214,395,341,572,197,"0,64","0,699","0,664","0,724",30,0,30,1,4,14,6,4,0,1,0,0,29,21,22.5,27,23.8,5.85,0,0,0,0,2,2,2,2,0,26,0,25,5,13,17,30,0,0,0,0,3,27,0,3,27,0,38,39,39,38.73,1.23,0,7,5,6,12,30,0,11,0,30,0,0,7,6,5,3,6,0,0,0,0,3,0,0,0,0,0,18,12,0,0,0,0,0,3,26,1,3027.5,3250,3638.75,3274.5,499.8,2,25,3,1,29,9.03,0.81,0,30,12,0,0,1,11,0,1,6,1,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,NA,52.4475524475524,4.78659752692461,0,0,0,0,0,0,0
2015,"MUNICIPIO","1703891",3983,3688,1919,1769,1339,1793,556,623,864,282,"0,594","0,699","0,664","0,724",47,0,19,1,12,13,9,7,5,0,0,0,46,19,24,29.5,24.72,6.67,0,0,0,0,1,2,0,0,0,46,0,9,36,17,30,47,0,0,0,0,4,35,7,4,35,7,39,39,40,39.37,1.89,0,2,3,5,16,47,0,29,0,45,1,0,8,7,15,3,7,0,1,0,0,4,0,0,0,0,0,21,26,0,0,0,0,0,0,44,3,3000,3300,3625,3323.34,465.93,3,35,5,1,41,8.93,0.97,0,47,20,0,0,2,18,1,2,7,3,5,12,8,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,3356,1057,54.3981481481481,5.02134069796636,2127.65957446808,115.740740740741,115.740740740741,21.2765957446809,21.2765957446809,0,21.2765957446809
2015,"MUNICIPIO","1703909",5119,4601,2384,2217,1447,2327,827,733,1118,366,"0,658","0,699","0,664","0,724",71,0,69,0,10,17,23,12,8,0,1,0,71,22,26,30,26.49,6.49,1,0,0,0,3,5,6,1,0,64,0,19,52,23,48,71,0,0,0,0,4,64,3,4,64,3,38,39,40,38.92,1.63,0,21,5,10,35,71,0,36,0,66,5,0,15,7,17,7,16,0,5,0,0,4,0,0,0,0,0,39,32,0,0,0,0,0,1,65,5,2990,3288,3670,3327.7,513.02,3,58,8,0,71,9.62,0.72,1,70,20,0,0,2,18,2,5,5,2,4,11,9,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,NA,63.5062611806798,3.90701308849385,0,0,0,14.0845070422535,14.0845070422535,0,14.0845070422535
2015,"MUNICIPIO","1704105",2803,2566,1375,1191,783,1279,504,375,585,231,"0,701","0,699","0,664","0,724",24,0,22,0,9,6,4,4,1,0,0,0,24,18,22,27.5,23.21,6.08,0,0,0,0,0,0,2,0,0,22,0,18,6,8,16,22,2,0,0,0,2,19,3,2,19,3,38.75,39,40.25,39.29,1.9,0,6,4,4,10,24,0,9,0,23,1,0,5,1,7,1,5,0,1,2,0,2,0,0,0,0,0,14,10,0,0,0,0,0,2,20,2,2855.5,3080,3550,3177.33,522.1,3,16,3,0,24,8.67,0.82,0,24,10,0,0,1,9,1,1,5,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,NA,41.025641025641,3.56760613628255,0,0,0,0,0,0,0
2015,"MUNICIPIO","1704105",2803,2566,1375,1191,783,1279,504,375,585,231,"0,569","0,699","0,664","0,724",24,0,22,0,9,6,4,4,1,0,0,0,24,18,22,27.5,23.21,6.08,0,0,0,0,0,0,2,0,0,22,0,18,6,8,16,22,2,0,0,0,2,19,3,2,19,3,38.75,39,40.25,39.29,1.9,0,6,4,4,10,24,0,9,0,23,1,0,5,1,7,1,5,0,1,2,0,2,0,0,0,0,0,14,10,0,0,0,0,0,2,20,2,2855.5,3080,3550,3177.33,522.1,3,16,3,0,24,8.67,0.82,0,24,10,0,0,1,9,1,1,5,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,NA,41.025641025641,3.56760613628255,0,0,0,0,0,0,0
2015,"MUNICIPIO","1704600",1397,1335,716,619,335,692,308,168,317,134,"0,619","0,699","0,664","0,724",21,0,20,0,7,5,4,3,2,0,0,0,21,18,23,29,23.9,6.74,0,0,0,0,1,1,3,0,0,18,0,1,20,7,14,21,0,0,0,0,3,16,2,3,16,2,38,40,41,39.1,2.14,0,5,0,2,13,21,0,13,0,21,0,0,3,4,6,1,4,0,0,0,0,3,0,0,0,0,0,11,10,0,0,0,0,0,0,20,1,2915,3180,3570,3212.86,422.26,3,16,2,0,21,9.76,0.44,0,21,12,0,0,1,11,1,1,2,1,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,66.2460567823344,8.58983536148891,0,0,0,0,0,0,0
2015,"MUNICIPIO","1705102",3363,3277,1792,1485,991,1619,667,479,730,276,"0,62","0,699","0,664","0,724",44,0,37,0,12,19,6,3,3,1,0,0,44,19,22,26,23.36,5.79,1,0,0,0,0,0,1,7,0,33,1,16,28,21,23,42,2,0,0,3,5,34,2,8,34,2,37.5,39,40,37.98,3.07,0,14,4,2,22,43,1,26,0,40,2,0,11,5,9,7,1,2,0,2,0,5,0,0,0,0,0,26,18,0,0,0,0,0,6,37,1,2814.5,3272.5,3561.25,3096.41,763.49,6,28,6,0,44,9.68,0.64,1,43,16,0,0,3,13,0,4,2,0,7,8,8,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,NA,60.2739726027397,4.75765685399941,0,0,0,45.4545454545455,22.7272727272727,22.7272727272727,45.4545454545455
2015,"MUNICIPIO","1705508",33981,30838,15288,15550,8496,17333,5009,4196,8834,2520,"0,701","0,699","0,664","0,724",579,0,425,6,119,201,145,65,37,5,0,1,572,20,23,28,24.41,5.92,2,0,0,0,50,70,84,20,2,421,0,263,298,227,352,560,11,1,0,11,52,499,13,64,499,13,38,39,40,38.52,2.21,0,105,52,76,336,247,332,218,0,563,10,2,126,65,123,55,128,2,4,16,2,51,0,0,0,0,0,301,278,0,0,0,0,0,56,504,19,2885,3165,3450,3125.88,529.32,46,463,41,4,517,9.26,0.72,4,571,158,0,0,20,138,2,29,53,17,37,88,70,13,0,6,5,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33978,13430,65.5422232284356,4.64965716135487,0,0,0,10.3626943005181,8.63557858376511,1.72711571675302,10.3626943005181
2015,"MUNICIPIO","1705557",4851,4669,2374,2295,1323,2534,812,659,1256,380,"0,697","0,699","0,664","0,724",79,0,62,1,20,19,15,16,6,2,0,0,78,19,24,30,25.18,6.68,0,0,0,0,2,10,17,6,0,50,0,31,45,31,48,77,2,0,3,0,5,66,5,8,66,5,38,39,40,38.51,2.94,0,16,5,12,41,79,0,31,0,76,1,0,13,13,9,13,18,1,0,2,0,8,0,0,0,0,0,41,38,0,0,0,0,0,9,66,4,2867.5,3225,3505,3154.42,640.8,7,61,9,1,77,9.24,0.84,1,77,30,0,0,1,29,1,2,11,3,12,16,14,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4851,NA,62.8980891719745,6.18429189857761,0,0,0,12.6582278481013,0,12.6582278481013,25.3164556962025
2015,"MUNICIPIO","1705607",4209,4182,2132,2050,1421,2002,759,698,975,377,"0,592","0,699","0,664","0,724",48,0,40,0,10,13,11,6,6,1,1,0,48,20,25,31.5,26.31,7.45,0,0,0,0,3,5,5,11,0,31,0,20,28,12,36,48,0,0,1,2,5,36,3,8,36,3,38,39,40,38,3.31,0,16,7,4,19,43,5,28,0,46,2,0,5,4,13,8,8,2,0,0,0,7,0,0,0,0,0,19,29,0,0,0,0,0,12,34,2,2622.75,3113,3527,2992.67,780.55,8,31,8,2,41,9.28,1.75,0,48,18,0,0,3,15,0,4,4,1,6,10,8,2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,NA,49.2307692307692,4.27655024946543,0,0,0,41.6666666666667,41.6666666666667,0,41.6666666666667
2015,"MUNICIPIO","1706001",5424,5009,2638,2371,1530,2546,933,751,1193,427,"0,605","0,699","0,664","0,724",79,0,66,0,20,20,22,9,7,1,0,0,79,19.5,24,28,24.63,6.42,1,0,0,0,1,5,9,6,0,62,1,30,48,24,55,76,0,0,0,1,11,61,2,12,61,2,38,39,40,38.56,2.72,0,22,12,12,30,79,0,39,0,73,5,0,15,4,24,3,15,1,2,3,0,8,0,0,0,0,0,48,31,0,0,0,0,0,8,67,4,2900,3310,3612.5,3204.92,599.71,3,58,10,0,77,9.42,0.75,0,79,27,0,0,3,24,2,6,6,4,6,17,10,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,NA,66.219614417435,4.97787610619469,0,0,0,12.6582278481013,12.6582278481013,0,12.6582278481013
2015,"MUNICIPIO","1706100",7386,7234,3699,3535,1919,3733,1582,937,1827,771,"0,673","0,699","0,664","0,724",70,0,66,1,17,18,15,10,7,2,0,0,69,19.25,24,30,25.56,7.21,0,0,0,0,0,5,5,1,0,62,0,21,49,15,55,69,0,0,0,0,6,59,2,6,59,2,38,39,40,38.67,1.47,0,21,2,5,38,65,5,39,0,64,2,0,9,5,21,9,15,0,2,0,0,5,0,0,0,0,0,32,38,0,0,0,0,0,4,60,6,2850,3292.5,3726,3290.87,522.13,5,50,11,0,68,9.66,0.61,1,69,47,0,0,8,39,0,7,11,11,10,29,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6852,NA,38.3141762452107,6.36339019767127,0,0,0,0,0,0,0
2015,"MUNICIPIO","1706258",1680,1564,821,743,458,781,325,221,365,157,"0,644","0,699","0,664","0,724",24,0,23,0,5,6,6,6,1,0,0,0,24,20.75,25,30,24.92,6.01,0,0,0,0,2,1,2,1,0,21,0,4,20,5,19,24,0,0,0,0,2,17,5,2,17,5,38,39,40.25,39.21,2.04,0,8,4,6,6,24,0,14,0,23,1,0,4,1,7,5,4,0,1,0,0,2,0,0,0,0,0,9,15,0,0,0,0,0,1,22,1,2978.75,3255,3504.5,3277.29,441.13,1,19,3,0,24,9.79,0.51,0,24,9,0,0,2,7,0,3,2,0,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,NA,65.7534246575342,5.35714285714286,0,0,0,0,0,0,0
2015,"MUNICIPIO","1706506",5833,5273,2775,2498,1669,2670,934,804,1265,429,"0,581","0,699","0,664","0,724",109,0,102,2,31,31,33,10,2,0,0,0,107,19,23,27,23.3,5.15,0,0,0,0,0,3,13,4,0,92,0,77,32,34,75,107,2,0,0,0,4,103,1,4,103,1,38,39,40,38.89,1.38,0,27,7,20,53,108,1,54,0,104,5,0,13,19,30,14,23,1,2,2,0,4,0,0,0,0,0,56,53,0,0,0,0,0,5,100,4,2915,3160,3435,3195.9,496.54,8,88,10,0,108,9.19,0.73,1,107,25,0,0,4,21,1,0,6,2,12,19,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,86.1660079051383,4.28595919766844,0,0,0,0,0,0,9.1743119266055
2015,"MUNICIPIO","1707009",21167,19112,9679,9433,6012,10176,2924,2936,5034,1463,"0,701","0,699","0,664","0,724",331,0,304,3,91,83,73,59,16,6,0,0,328,19,23,29,24.35,6.4,0,0,0,0,13,31,22,29,1,278,0,93,238,116,215,331,0,0,0,3,35,280,5,38,280,5,38,39,40,38.59,2,0,82,32,29,169,102,229,166,0,322,7,1,60,37,87,38,57,2,5,0,1,35,0,0,0,0,0,165,166,0,0,0,0,0,27,291,13,2895,3205,3562.5,3180.36,519.04,23,273,25,2,325,9.65,0.78,6,324,106,0,0,20,86,5,13,36,7,25,66,40,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20004,NA,65.7528804131903,5.00779515283224,302.114803625378,19.8649185538339,0,0,0,0,9.06344410876133
2015,"MUNICIPIO","1707108",6777,6363,3280,3083,1756,3214,1393,888,1571,624,"0,683","0,699","0,664","0,724",97,0,93,1,28,26,19,17,5,1,0,0,96,19,22,29,24.09,6.37,0,0,0,0,5,9,9,3,0,84,0,23,74,36,61,96,1,0,1,0,10,84,2,11,84,2,38,39,40,38.65,2.18,0,17,8,3,69,96,1,51,0,94,3,0,22,11,20,10,20,1,2,1,0,10,0,0,0,0,0,50,47,0,0,0,0,0,5,84,8,2986,3315,3620,3294.53,597.3,6,73,16,1,95,9.58,0.72,0,97,30,0,0,3,27,1,10,8,2,6,19,11,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4723,NA,61.7441120305538,4.42673749446658,0,0,0,10.3092783505155,10.3092783505155,0,10.3092783505155
2015,"MUNICIPIO","1707207",7302,7161,3958,3203,1915,3622,1624,881,1651,671,"0,583","0,699","0,664","0,724",54,0,52,0,12,12,12,10,7,1,0,0,54,20,26.5,31.75,25.96,6.9,0,0,0,0,2,2,6,1,0,47,0,11,43,17,37,54,0,1,1,0,5,45,2,7,45,2,38,39,40,38.26,3.72,0,15,2,4,31,52,2,30,0,52,2,0,7,8,10,10,12,1,1,0,0,5,0,0,0,0,0,34,20,0,0,0,0,0,4,48,2,3131.25,3360,3643.75,3316.46,550.76,2,46,5,2,51,9.43,1.53,1,53,30,0,0,5,25,3,5,11,2,4,19,11,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832,NA,32.7074500302847,4.10846343467543,0,0,0,18.5185185185185,18.5185185185185,0,55.5555555555556
2015,"MUNICIPIO","1707306",4722,4592,2440,2152,1237,2374,981,602,1120,430,"0,679","0,699","0,664","0,724",65,0,53,1,18,19,14,9,3,1,0,0,64,19,23,27,23.58,6.31,0,0,0,0,2,1,6,3,2,53,0,21,44,20,45,64,0,0,0,0,6,46,11,6,46,11,38,40,41,39.48,2.45,0,20,4,2,38,65,0,31,0,63,0,0,12,4,17,3,18,0,0,1,0,6,0,0,0,0,0,32,33,0,0,0,0,0,2,58,5,3028,3320,3710,3356.43,449.03,4,43,9,1,64,9.69,1.27,0,64,26,0,0,7,19,0,4,8,1,6,20,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140,NA,58.0357142857143,5.50614146548073,0,0,0,0,0,0,0
2015,"MUNICIPIO","1707405",10506,9476,4910,4566,3370,4706,1400,1612,2311,643,"0,605","0,699","0,664","0,724",166,0,85,4,40,58,31,19,9,4,1,0,162,19,23,27,23.8,6.58,3,0,0,0,3,6,3,6,1,149,0,71,89,56,110,164,2,0,2,2,18,124,13,22,124,13,38,39,40,38.56,2.89,0,23,14,19,44,148,18,93,0,157,6,2,21,18,44,25,22,3,1,2,2,20,0,0,0,0,0,84,82,0,0,0,0,0,12,143,11,2900,3250,3555,3213.51,622.13,11,119,22,4,148,8.93,1.03,0,163,53,0,0,12,41,3,3,13,1,21,31,22,4,0,3,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5042,4968,71.8303764604068,5.0447363411384,0,0,0,18.0722891566265,18.0722891566265,0,24.0963855421687
2015,"MUNICIPIO","1707405",10506,9476,4910,4566,3370,4706,1400,1612,2311,643,"0,57","0,699","0,664","0,724",166,0,85,4,40,58,31,19,9,4,1,0,162,19,23,27,23.8,6.58,3,0,0,0,3,6,3,6,1,149,0,71,89,56,110,164,2,0,2,2,18,124,13,22,124,13,38,39,40,38.56,2.89,0,23,14,19,44,148,18,93,0,157,6,2,21,18,44,25,22,3,1,2,2,20,0,0,0,0,0,84,82,0,0,0,0,0,12,143,11,2900,3250,3555,3213.51,622.13,11,119,22,4,148,8.93,1.03,0,163,53,0,0,12,41,3,3,13,1,21,31,22,4,0,3,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5042,4968,71.8303764604068,5.0447363411384,0,0,0,18.0722891566265,18.0722891566265,0,24.0963855421687
2015,"MUNICIPIO","1707553",3886,3805,1909,1896,1097,1940,768,576,937,383,"0,559","0,699","0,664","0,724",39,0,31,0,10,7,11,8,3,0,0,0,39,19.5,26,30.5,25.21,6.37,0,0,0,0,3,2,2,4,0,33,0,10,29,14,25,39,0,0,0,0,3,33,2,3,33,2,38,40,41,39.26,1.93,0,9,5,1,19,39,0,21,0,35,4,0,7,4,4,10,7,3,1,0,0,2,0,0,0,0,0,19,20,0,0,0,0,0,0,35,4,2914,3396,3692.5,3383.74,531.2,4,27,7,0,39,9.9,0.38,1,35,22,0,0,7,15,1,5,3,1,5,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,NA,41.6221985058698,5.66134843026248,0,0,0,0,0,0,0
